segment,reference,model,prediction,standard_wer_pct,lattice_wer_pct,wer_reduction_pct
ch_82714_160.47_173.70.wav,एक दिन पहले या उसी दिन चतुर्थी के दिन लोग उसको लेकर आते हैं मूर्ति को थोड़ा सा फेस को जो चेहरा होता है ना गणेश जी का वो ढक कर और फिर उनको लेकर आते हैं बैंड बाजे के साथ में लेकर आते हैं,Model k,"एक दिन पहले या उसी दिन चतुर्थी के दिन लोग उसको लेकर आते हैं। अ मूर्ति को थोड़ा सा face को जो चेहरा होता है ना गणेश जी का, वो ढककर और फिर उनको लेकर आते हैं, बैंड बाजे के साथ में लेकर आते हैं।",8.89,4.44,4.44
ch_82714_160.47_173.70.wav,एक दिन पहले या उसी दिन चतुर्थी के दिन लोग उसको लेकर आते हैं मूर्ति को थोड़ा सा फेस को जो चेहरा होता है ना गणेश जी का वो ढक कर और फिर उनको लेकर आते हैं बैंड बाजे के साथ में लेकर आते हैं,Model l,एक दिन पहले या उसी दिन चतुर्थी के दिन लोग उसको लेकर आते हैं मूर्ति को थोड़ा सा फेस को जो चेहरा होता है ना गणेश जी का वो ढक कर और फिर उनको लेकर आते हैं बैंड बाजे के साथ में लेकर आते हैं,0.0,0.0,0.0
ch_82714_160.47_173.70.wav,एक दिन पहले या उसी दिन चतुर्थी के दिन लोग उसको लेकर आते हैं मूर्ति को थोड़ा सा फेस को जो चेहरा होता है ना गणेश जी का वो ढक कर और फिर उनको लेकर आते हैं बैंड बाजे के साथ में लेकर आते हैं,Model m,एक दिन पहले या उसी दिन चथुरती के दिन लोग उसको लेकर आते हैं मूर्ति को थोड़ा सा फेस को जो चेहरा होता है ना गणेी का वो ढककर और फिर उनको लेकर आतेहैं बैंड बाजे के साथ में लेकर आते हैं,15.56,6.67,8.89
ch_82714_160.47_173.70.wav,एक दिन पहले या उसी दिन चतुर्थी के दिन लोग उसको लेकर आते हैं मूर्ति को थोड़ा सा फेस को जो चेहरा होता है ना गणेश जी का वो ढक कर और फिर उनको लेकर आते हैं बैंड बाजे के साथ में लेकर आते हैं,Model n,एक दिन पहले या उसी दिन चतुर्ती के दिन लोग उसको लेकर आते हैं मूर्ति को थोड़ा सा फेस को जो चेहरा होता है ना गणेश जी का वह ढक्कर और फिर उनको लेकर आते हैं बैंड बाजे के साथ में लेकर आते हैं,8.89,2.22,6.67
ch_1591175_530.97_536.49.wav,विविधता और  कीमत के मामले में बाजारों की तुलना मोल से करना।,Model H,विविधता और अ कीमत के मामले में बाजारों की तुलना मोल से करना,8.33,8.33,0.0
ch_1591175_530.97_536.49.wav,विविधता और  कीमत के मामले में बाजारों की तुलना मोल से करना।,Model i,विविधता और कीमत के मामले में बाजारों की तुलना मोल से करना।,0.0,0.0,0.0
ch_1591175_530.97_536.49.wav,विविधता और  कीमत के मामले में बाजारों की तुलना मोल से करना।,Model k,विविधता और अ... कीमत के मामले में बाजारों की तुलना मॉल से करना?,16.67,8.33,8.33
ch_1591175_530.97_536.49.wav,विविधता और  कीमत के मामले में बाजारों की तुलना मोल से करना।,Model l,विविधता और अः कीमत के मामले में हजारों की तुलना मोल से करना,16.67,8.33,8.33
ch_1591175_530.97_536.49.wav,विविधता और  कीमत के मामले में बाजारों की तुलना मोल से करना।,Model m,विविधता और कीमत के ममले में बाजारों की तुलना मूल से करना,16.67,0.0,16.67
ch_1591175_530.97_536.49.wav,विविधता और  कीमत के मामले में बाजारों की तुलना मोल से करना।,Model n,विविधता और कीमत के मामले में बाजारों की तुलना मोल से करना,0.0,0.0,0.0
ch_251777_833.22_842.58.wav,हाँ और यहाँ पर सारी सुविधा है पार्किंग के लिए भी अलग से उन्होंने फ्लोर बना के रखा हुआ है लिफ्ट भी है,Model H,हाँ और यहाँ पर सारी सुविधा है पार्किंग के लिए भी अलग से उन्होंने फ्लोर बना के रखा हुआ है लिफ्ट भी है,0.0,0.0,0.0
ch_251777_833.22_842.58.wav,हाँ और यहाँ पर सारी सुविधा है पार्किंग के लिए भी अलग से उन्होंने फ्लोर बना के रखा हुआ है लिफ्ट भी है,Model i,"हाँ और यहाँ पर सारी सुविधा है, पार्किंग के लिए भी अलग से उन्होंने फ्लोर बना के रखा हुआ है, लिफ्ट भी है।",0.0,0.0,0.0
ch_251777_833.22_842.58.wav,हाँ और यहाँ पर सारी सुविधा है पार्किंग के लिए भी अलग से उन्होंने फ्लोर बना के रखा हुआ है लिफ्ट भी है,Model k,"हां और यहां पर सारी सुविधाएँ हैं, पार्किंग के लिए भी अलग से उन्होंने फ्लोर बनाकर रखा हुआ है, लिफ्ट भी है।",26.09,4.35,21.74
ch_251777_833.22_842.58.wav,हाँ और यहाँ पर सारी सुविधा है पार्किंग के लिए भी अलग से उन्होंने फ्लोर बना के रखा हुआ है लिफ्ट भी है,Model l,हाँ और यहाँ पर सारी सुविधाएं पार्किंग के लिए भी अलग से उन्हने फ्लोर बना के रखा हुआ है लिफ्ट भी है,13.04,4.35,8.7
ch_251777_833.22_842.58.wav,हाँ और यहाँ पर सारी सुविधा है पार्किंग के लिए भी अलग से उन्होंने फ्लोर बना के रखा हुआ है लिफ्ट भी है,Model m,हा और यहां पर सारी सुविधा है पार्किंग के लिए भी अलग से उनने फ्लोर बनाकर रखा हुआ है लिफ्ट भी है,21.74,4.35,17.39
ch_251777_833.22_842.58.wav,हाँ और यहाँ पर सारी सुविधा है पार्किंग के लिए भी अलग से उन्होंने फ्लोर बना के रखा हुआ है लिफ्ट भी है,Model n,हां और यहां पर सारी सुविधा है पार्किंग के लिए भी अलग से उन्हें फ्लोर बना के रखा हुआ है लिफ्ट भी है,13.04,0.0,13.04
ch_29151_299.07_312.81.wav,बाहर का वो जैसे कि आने जाने में जो स्ट्रगल रहा कि वहाँ पे जैसे गए तो रात में मतलब हमको वहाँ पे उतरे कोटा मतलब कोटा है राजस्थान के कोटा में तो रात में उतरे तो फिर रात भर हमको,Model H,बाहर का वो जैसे कि आने जाने में जो स्ट्रगल रहा कि वहाँ पे जैसे गए तो रात में मतलब हमको वहाँ पे उतरे कोटा मतलब कोटा है राजस्थान के कोटा में रात में उतरे तो फिर रात भर हमको,2.44,2.44,0.0
ch_29151_299.07_312.81.wav,बाहर का वो जैसे कि आने जाने में जो स्ट्रगल रहा कि वहाँ पे जैसे गए तो रात में मतलब हमको वहाँ पे उतरे कोटा मतलब कोटा है राजस्थान के कोटा में तो रात में उतरे तो फिर रात भर हमको,Model i,बाहर का वो जैसे कि आने जाने में जो स्ट्रगल रहा कि वहाँ पे जैसे गए तो रात में मतलब हमको वहाँ पे उतरे कोटा मतलब कोटा है राजस्थान के कोटा में तो रात में उतरे तो फिर रात भर हमको,0.0,0.0,0.0
ch_29151_299.07_312.81.wav,बाहर का वो जैसे कि आने जाने में जो स्ट्रगल रहा कि वहाँ पे जैसे गए तो रात में मतलब हमको वहाँ पे उतरे कोटा मतलब कोटा है राजस्थान के कोटा में तो रात में उतरे तो फिर रात भर हमको,Model k,"बाहर का वो जैसे कि आने जाने में जो स्ट्रगल रहा कि वहां पे जैसे गए तो रात में मतलब हमको वहां पे उतरे कोटा मतलब कोटा है, राजस्थान के कोटा में तो रात में उतरे तो फिर रात भर हमको",4.88,0.0,4.88
ch_29151_299.07_312.81.wav,बाहर का वो जैसे कि आने जाने में जो स्ट्रगल रहा कि वहाँ पे जैसे गए तो रात में मतलब हमको वहाँ पे उतरे कोटा मतलब कोटा है राजस्थान के कोटा में तो रात में उतरे तो फिर रात भर हमको,Model l,बाहर का वो जैसे की आने जाने में जो स्ट्र्गल रहा कि वहाँ पे जैसे गए तो रात में मतलब हमको वहाँ पे उतरे कोटा मतलब कोटा है राजस्थान के कोटा में तो रात में उतरे तो फिर रात भर हमको,4.88,0.0,4.88
ch_29151_299.07_312.81.wav,बाहर का वो जैसे कि आने जाने में जो स्ट्रगल रहा कि वहाँ पे जैसे गए तो रात में मतलब हमको वहाँ पे उतरे कोटा मतलब कोटा है राजस्थान के कोटा में तो रात में उतरे तो फिर रात भर हमको,Model m,बाहर का वो जैसे कि आने जाने में जो स्ट्रगल रहा कि वहां पे जैसे गएं तो रात में मतलब हमको वहां पर उतरे कोटा मतलब कोटा है राजस्थान के कोटा में रात में उतरे तो फिर रातभर हमको,17.07,4.88,12.2
ch_29151_299.07_312.81.wav,बाहर का वो जैसे कि आने जाने में जो स्ट्रगल रहा कि वहाँ पे जैसे गए तो रात में मतलब हमको वहाँ पे उतरे कोटा मतलब कोटा है राजस्थान के कोटा में तो रात में उतरे तो फिर रात भर हमको,Model n,बाहर का वह जैसे की आने-जाने में जो स्ट्रगल रहा की वहां पर जैसे गए तो रात में मतलब हमको वहां पर उतरे कोटा मतलब कोटा है राजस्थान के कोटा में तो रात में उतरे तो फिर रात भर हमको,17.07,0.0,17.07
ch_701191_638.49_652.05.wav,और या फिर मुस्कुरा कर कह दो कि हाँ नानी आप तो अगले महीने अब घर चल रही हैं मैं अब आपकी पसंदीदा खिचड़ी भी बनाऊँगी और मैंने यही मैंने बात टालने की ही कोशिश की मैंने दूसरा रास्ता चुना,Model H,और या फिर मुस्कुरा कर कहे दो कि हाँ नानी आप तो अगले महीने अब घर चल रही हैं मैं अब आपकी पसंदीदा खिचड़ी भी बनाऊँगी और मैंने यही मैंने बात टालने की ही कोशिश की मैंने दूसरा रास्ता चुना,2.5,0.0,2.5
ch_701191_638.49_652.05.wav,और या फिर मुस्कुरा कर कह दो कि हाँ नानी आप तो अगले महीने अब घर चल रही हैं मैं अब आपकी पसंदीदा खिचड़ी भी बनाऊँगी और मैंने यही मैंने बात टालने की ही कोशिश की मैंने दूसरा रास्ता चुना,Model i,और या फिर मुस्कुरा कर कह दो कि हाँ नानी आप तो अगले महीने अब घर चल रही हैं मैं अब आपकी पसंदीदा खिचड़ी भी बनाऊँगी और मैंने यही मैंने बात टालने की ही कोशिश की मैंने दूसरा रास्ता चुना,0.0,0.0,0.0
ch_701191_638.49_652.05.wav,और या फिर मुस्कुरा कर कह दो कि हाँ नानी आप तो अगले महीने अब घर चल रही हैं मैं अब आपकी पसंदीदा खिचड़ी भी बनाऊँगी और मैंने यही मैंने बात टालने की ही कोशिश की मैंने दूसरा रास्ता चुना,Model k,"और आप फिर मुस्कुरा कर कह दो कि हां नानी, आप तो अगले महीने अब घर चल रही हैं। मैं अब आपकी पसंदीदा खिचड़ी भी बनाऊंगी और मैंने यही, मैंने बात टालने की ही कोशिश की। मैंने दूसरा रास्ता चुना।",7.5,0.0,7.5
ch_701191_638.49_652.05.wav,और या फिर मुस्कुरा कर कह दो कि हाँ नानी आप तो अगले महीने अब घर चल रही हैं मैं अब आपकी पसंदीदा खिचड़ी भी बनाऊँगी और मैंने यही मैंने बात टालने की ही कोशिश की मैंने दूसरा रास्ता चुना,Model l,और या फिर मुस्कुरा कर कह द कि हाँ नानी आप तो अगले महीने अब घर चल रही हैं मैं अब आपकी पसंदीदा खिचड़ी भी बनाउँंगी और मैंने यही मैंने बात टालने की ही कोशिश की मैंने दूसरा रास्ता चुना,5.0,0.0,5.0
ch_701191_638.49_652.05.wav,और या फिर मुस्कुरा कर कह दो कि हाँ नानी आप तो अगले महीने अब घर चल रही हैं मैं अब आपकी पसंदीदा खिचड़ी भी बनाऊँगी और मैंने यही मैंने बात टालने की ही कोशिश की मैंने दूसरा रास्ता चुना,Model m,और या फिर मुस्कुरा कर कहदो कि हां नानी आपतो अगले महीने आप घर चल रही हैं मैं आपकी पसंदीदा खिचड़ी भी बनाऊंगी और मैंने यही मैंने बाट डालने की ही कोशिश की मैंने दूसरा रास्ता चुना,25.0,7.5,17.5
ch_701191_638.49_652.05.wav,और या फिर मुस्कुरा कर कह दो कि हाँ नानी आप तो अगले महीने अब घर चल रही हैं मैं अब आपकी पसंदीदा खिचड़ी भी बनाऊँगी और मैंने यही मैंने बात टालने की ही कोशिश की मैंने दूसरा रास्ता चुना,Model n,और या फिर मुस्कुराकर कहते हैं तो कि हानानी आप तो अगले महीने अब घर चल रही हैं मैं अब आपकी पसंदीदा खिचड़ी भी बनाऊंगी और मैंने यही मैंने बात डालने की ही कोशिश की मैंने दूसरा रास्ता चुना,20.0,2.5,17.5
ch_1545383_331.02_336.06.wav,अच्छा चलिए अच्छा हुआ आपने ये सारी इंफॉर्मेशन मुझे बता दी कि मैं अपने आगे ध्यान रखूँ,Model H,अच्छा चलिए अच्छा हुआ आपने ये सारी इंफॉर्मेशन मुझे बता दी कि मैं अपने आगे ध्यान रखूँ,0.0,0.0,0.0
ch_1545383_331.02_336.06.wav,अच्छा चलिए अच्छा हुआ आपने ये सारी इंफॉर्मेशन मुझे बता दी कि मैं अपने आगे ध्यान रखूँ,Model i,अच्छा चलिए अच्छा हुआ आपने ये सारी इंफॉर्मेशन मुझे बता दी कि मैं अपने आगे ध्यान रखूँ,0.0,0.0,0.0
ch_1545383_331.02_336.06.wav,अच्छा चलिए अच्छा हुआ आपने ये सारी इंफॉर्मेशन मुझे बता दी कि मैं अपने आगे ध्यान रखूँ,Model k,अच्छा चलिए अच्छा हुआ आपने ये सारी इंफॉर्मेशन मुझे बता दी कि मैं अपने आगे ध्यान रखूं।,5.88,0.0,5.88
ch_1545383_331.02_336.06.wav,अच्छा चलिए अच्छा हुआ आपने ये सारी इंफॉर्मेशन मुझे बता दी कि मैं अपने आगे ध्यान रखूँ,Model l,अच्छा चलिए अच्छा हुआ आपने ये सारी इनफॉरमेशन मुझे बता दी कि मैं अपने आगे ध्यान रखूँ,5.88,0.0,5.88
ch_1545383_331.02_336.06.wav,अच्छा चलिए अच्छा हुआ आपने ये सारी इंफॉर्मेशन मुझे बता दी कि मैं अपने आगे ध्यान रखूँ,Model m,अच्छा ्चलिए अच्छा हुआ आपने यह सारी इनफॉर्मेशन मुझे बता दी कि मैं अपने आगे ध्यान रखूं,23.53,0.0,23.53
ch_1545383_331.02_336.06.wav,अच्छा चलिए अच्छा हुआ आपने ये सारी इंफॉर्मेशन मुझे बता दी कि मैं अपने आगे ध्यान रखूँ,Model n,अच्छा चलिए अच्छा हुआ आपने यह सारी इन्फॉर्मेशन मुझे बता दी की मैं अपने आगे ध्यान रखूं,23.53,0.0,23.53
ch_1605071_277.98_280.86.wav,और एक तो मतलब बारहवीं पास होने के बाद ना आप इतने होशियार भी नहीं होते हो,Model H,और एक तो मतलब बारहवीं पास होने के बाद ना आप इतने होशियार भी नहीं होते हो,0.0,0.0,0.0
ch_1605071_277.98_280.86.wav,और एक तो मतलब बारहवीं पास होने के बाद ना आप इतने होशियार भी नहीं होते हो,Model i,और एक तो मतलब बारहवीं पास होने के बाद ना आप इतने होशियार भी नहीं होते हो।,0.0,0.0,0.0
ch_1605071_277.98_280.86.wav,और एक तो मतलब बारहवीं पास होने के बाद ना आप इतने होशियार भी नहीं होते हो,Model k,और एक तो मतलब बारहवीं पास होने के बाद ना अब इतने होशियार भी नहीं होते हो।,5.88,0.0,5.88
ch_1605071_277.98_280.86.wav,और एक तो मतलब बारहवीं पास होने के बाद ना आप इतने होशियार भी नहीं होते हो,Model l,और एक तो मतलब बारहवीं पास होने के बाद नाप इतने होशियार भी नहीं होते हो,11.76,5.88,5.88
ch_1605071_277.98_280.86.wav,और एक तो मतलब बारहवीं पास होने के बाद ना आप इतने होशियार भी नहीं होते हो,Model m,और एक तो मतलब बार्मी पास होने के बाद ना आप इतने होशियार भी नहीं होते हो,5.88,0.0,5.88
ch_1605071_277.98_280.86.wav,और एक तो मतलब बारहवीं पास होने के बाद ना आप इतने होशियार भी नहीं होते हो,Model n,और एक तो मतलब बारहवीं पास होने के बाद ना आप इतने होशियार भी नहीं होते हो,0.0,0.0,0.0
ch_1645639_304.05_310.53.wav,दूसरी जाति में तो शादी होती ही नहीं है राजस्थान में बहुत बवाल होता है देखा जाए तो,Model H,दूसरी जाति में तो शादी होती ही नहीं है राजस्थान बहुत बवाल होता है देखा जाए तो,5.56,5.56,0.0
ch_1645639_304.05_310.53.wav,दूसरी जाति में तो शादी होती ही नहीं है राजस्थान में बहुत बवाल होता है देखा जाए तो,Model i,दूसरी जाति में तो शादी होती ही नहीं है राजस्थान में बहुत बवाल होता है देखा जाए तो,0.0,0.0,0.0
ch_1645639_304.05_310.53.wav,दूसरी जाति में तो शादी होती ही नहीं है राजस्थान में बहुत बवाल होता है देखा जाए तो,Model k,"दूसरी जाति में तो शादी होती ही नहीं है। राजस्थान में बहुत बवाल होता है, देखा जाए तो।",0.0,0.0,0.0
ch_1645639_304.05_310.53.wav,दूसरी जाति में तो शादी होती ही नहीं है राजस्थान में बहुत बवाल होता है देखा जाए तो,Model l,दूसरी जाती म तो शादी होती ही नहीं है राजस्थान में बहुत बवाल होता है देखा जाए तो,11.11,0.0,11.11
ch_1645639_304.05_310.53.wav,दूसरी जाति में तो शादी होती ही नहीं है राजस्थान में बहुत बवाल होता है देखा जाए तो,Model m,दूसरी जाति में तो शादी होती ही नहीं है राजस्थान मे बहुत बवाल होता है देखा जायए तो,11.11,0.0,11.11
ch_1645639_304.05_310.53.wav,दूसरी जाति में तो शादी होती ही नहीं है राजस्थान में बहुत बवाल होता है देखा जाए तो,Model n,दूसरी जाति में तो शादी होती ही नहीं राजस्थान बहुत बवाल होता है देखा जाए तो,11.11,11.11,0.0
ch_677501_165.18_169.23.wav,तो वो क्या फिर जीवाणु फिर वो क्या है उनमें जीव नहीं होता क्या होता है जी,Model H,तो वो क्या वो जीवानों फिर वो क्या है उनमें जीव नहीं होता क्या होता है जी,11.76,0.0,11.76
ch_677501_165.18_169.23.wav,तो वो क्या फिर जीवाणु फिर वो क्या है उनमें जीव नहीं होता क्या होता है जी,Model i,तो वो क्या फिर जीवाणु फिर वो क्या है उनमें जीव नहीं होता क्या होता है? जी।,0.0,0.0,0.0
ch_677501_165.18_169.23.wav,तो वो क्या फिर जीवाणु फिर वो क्या है उनमें जीव नहीं होता क्या होता है जी,Model k,"तो वो क्या फिर जीवाणु फिर वो क्या है? उनमें जीव नहीं होता, क्या होता है जी?",0.0,0.0,0.0
ch_677501_165.18_169.23.wav,तो वो क्या फिर जीवाणु फिर वो क्या है उनमें जीव नहीं होता क्या होता है जी,Model l,तो वो क्या जीवाणु फिर वो क्या है उनमें जीव नहीं होता है क्या होता है जी,11.76,11.76,0.0
ch_677501_165.18_169.23.wav,तो वो क्या फिर जीवाणु फिर वो क्या है उनमें जीव नहीं होता क्या होता है जी,Model m,तो वो क्या  जीवाणो फिर वो क्या उनमें जीव नहीं होता  क्या होता है जी,17.65,11.76,5.88
ch_677501_165.18_169.23.wav,तो वो क्या फिर जीवाणु फिर वो क्या है उनमें जीव नहीं होता क्या होता है जी,Model n,तो वो क्या पर जीवाणु फिर वो क्या है उनमें जीव नहीं होता क्या होता है जी,5.88,0.0,5.88
ch_687596_884.16_888.18.wav,तो एक भारतीय होने के नाते मुझे लगता है इतनी तो इंसानियत सब में होनी चाहिए,Model H,तो एक भारतीय होने के नाथ से मुझे लगता है इतनी तो इंसानियत सब में होनी चाहिए,12.5,6.25,6.25
ch_687596_884.16_888.18.wav,तो एक भारतीय होने के नाते मुझे लगता है इतनी तो इंसानियत सब में होनी चाहिए,Model i,तो एक भारतीय होने के नाते मुझे लगता है इतनी तो इंसानियत सब में होनी चाहिए,0.0,0.0,0.0
ch_687596_884.16_888.18.wav,तो एक भारतीय होने के नाते मुझे लगता है इतनी तो इंसानियत सब में होनी चाहिए,Model k,तो एक भारतीय होने के नाते मुझे लगता है इतनी तो इंसानियत सब में होनी चाहिए।,0.0,0.0,0.0
ch_687596_884.16_888.18.wav,तो एक भारतीय होने के नाते मुझे लगता है इतनी तो इंसानियत सब में होनी चाहिए,Model l,एक भारतीय होने के नाते मुझे लगता है इतनी तो इंसान है सब में होनी चाहिए,18.75,12.5,6.25
ch_687596_884.16_888.18.wav,तो एक भारतीय होने के नाते मुझे लगता है इतनी तो इंसानियत सब में होनी चाहिए,Model m,तो एक भारतीय होने के नाते मुझे लगता है इतनी तो इंसानियत सब में होनी चाहिए,0.0,0.0,0.0
ch_687596_884.16_888.18.wav,तो एक भारतीय होने के नाते मुझे लगता है इतनी तो इंसानियत सब में होनी चाहिए,Model n,तो एक भारतीय होने के नाते मुझे लगता है इतनी तो इंसानियत सब में होनी चाहिए,0.0,0.0,0.0
ch_86623_459.03_465.21.wav,लाइक रविवार को कॉलेज की भी छुट्टी रहती है तो मैं भी उस दिन सोती रहती हूँ,Model H,लाइक रविवार को कॉलेज की भी छुट्टी रहती है तो मैं भी उस दिन सोती रहती हूँ,0.0,0.0,0.0
ch_86623_459.03_465.21.wav,लाइक रविवार को कॉलेज की भी छुट्टी रहती है तो मैं भी उस दिन सोती रहती हूँ,Model i,लाइक रविवार को कॉलेज की भी छुट्टी रहती है तो मैं भी उस दिन सोती रहती हूँ,0.0,0.0,0.0
ch_86623_459.03_465.21.wav,लाइक रविवार को कॉलेज की भी छुट्टी रहती है तो मैं भी उस दिन सोती रहती हूँ,Model k,"लाइक रविवार को कॉलेज की भी छुट्टी रहती है, तो मैं भी उस दिन सोती रहती हूं।",5.88,0.0,5.88
ch_86623_459.03_465.21.wav,लाइक रविवार को कॉलेज की भी छुट्टी रहती है तो मैं भी उस दिन सोती रहती हूँ,Model l,लीके रविवार को कॉलेज की भी छुट्टी रहती है तो मैं भी उस दिन सोती रहती हूं,11.76,0.0,11.76
ch_86623_459.03_465.21.wav,लाइक रविवार को कॉलेज की भी छुट्टी रहती है तो मैं भी उस दिन सोती रहती हूँ,Model m,लाइक रविवार को कॉलेज की भी छुट्टी रहती है तो मैं भी उस दिन सोती रहती हूं,5.88,0.0,5.88
ch_86623_459.03_465.21.wav,लाइक रविवार को कॉलेज की भी छुट्टी रहती है तो मैं भी उस दिन सोती रहती हूँ,Model n,लाइक रविवार को कॉलेज की भी छुट्टी रहती है तो मैं भी उसे दिन सोती रहती हूं,11.76,0.0,11.76
ch_1630165_819.36_821.07.wav,तकनीकी युग में क्यों टिके हुए हैं,Model H,तकनीकी युग में क्यों टिके हुए हैं,0.0,0.0,0.0
ch_1630165_819.36_821.07.wav,तकनीकी युग में क्यों टिके हुए हैं,Model i,तकनीकी युग में क्यों टिके हुए हैं?,0.0,0.0,0.0
ch_1630165_819.36_821.07.wav,तकनीकी युग में क्यों टिके हुए हैं,Model k,तकनीकी युग में क्यों टिके हुए हैं?,0.0,0.0,0.0
ch_1630165_819.36_821.07.wav,तकनीकी युग में क्यों टिके हुए हैं,Model l,तकनीकी युग में क्यूटी किए हु है,57.14,0.0,57.14
ch_1630165_819.36_821.07.wav,तकनीकी युग में क्यों टिके हुए हैं,Model m,तकनीकी उग में क्यों टिके वे है,42.86,0.0,42.86
ch_1630165_819.36_821.07.wav,तकनीकी युग में क्यों टिके हुए हैं,Model n,तकनीकी युग में क्यों टिके में आए,28.57,0.0,28.57
ch_1696291_166.83_171.84.wav,प्रयागराज अभी कुंभ मेला लगा था। ना,Model H,प्रयागराज अभी कुंभ मेला लगा था ना,0.0,0.0,0.0
ch_1696291_166.83_171.84.wav,प्रयागराज अभी कुंभ मेला लगा था। ना,Model i,प्रयागराज अभी कुंभ मेला लगा था ना।,0.0,0.0,0.0
ch_1696291_166.83_171.84.wav,प्रयागराज अभी कुंभ मेला लगा था। ना,Model k,प्रयागराज अभी कुंभ मेला लगा था ना?,0.0,0.0,0.0
ch_1696291_166.83_171.84.wav,प्रयागराज अभी कुंभ मेला लगा था। ना,Model l,प्रयागराज अभी कुंभ मेला लगा था ना,0.0,0.0,0.0
ch_1696291_166.83_171.84.wav,प्रयागराज अभी कुंभ मेला लगा था। ना,Model m,प्र्यागराज अभी कुंब मेला लगा था ना,28.57,0.0,28.57
ch_1696291_166.83_171.84.wav,प्रयागराज अभी कुंभ मेला लगा था। ना,Model n,प्रयाग राज अभी कुंभ मेला लगा था ना,28.57,14.29,14.29
ch_452230_612.90_615.27.wav,आपका दिन शुभ हो धन्यवाद शुभ रात्रि,Model H,आपका दिन शुभ हो धन्यवाद शुभ रात्रि,0.0,0.0,0.0
ch_452230_612.90_615.27.wav,आपका दिन शुभ हो धन्यवाद शुभ रात्रि,Model i,"आपका दिन शुभ हो, धन्यवाद, शुभ रात्रि।",0.0,0.0,0.0
ch_452230_612.90_615.27.wav,आपका दिन शुभ हो धन्यवाद शुभ रात्रि,Model k,"आपका दिन शुभ हो! धन्यवाद, शुभ रात्रि।",0.0,0.0,0.0
ch_452230_612.90_615.27.wav,आपका दिन शुभ हो धन्यवाद शुभ रात्रि,Model l,आपका दिन शुभ हो धन्यवाद शुभरात्रि,28.57,14.29,14.29
ch_452230_612.90_615.27.wav,आपका दिन शुभ हो धन्यवाद शुभ रात्रि,Model m,आपका दिन शुब हो धन्यवाद शुब रात्री,42.86,0.0,42.86
ch_452230_612.90_615.27.wav,आपका दिन शुभ हो धन्यवाद शुभ रात्रि,Model n,आपका दिन शुभ हो धन्यवाद शुभ रात्रि,0.0,0.0,0.0
ch_85774_16.68_21.09.wav,पहाड़ी इलाकों या समुंदर किनारे जैसे बेहतरीन घरों के बारे में बात करना है,Model H,पहाड़ी इलाकों या समुद्र किनारे जैसे बेहतरीन घरों के बारे में बात करना है,7.14,0.0,7.14
ch_85774_16.68_21.09.wav,पहाड़ी इलाकों या समुंदर किनारे जैसे बेहतरीन घरों के बारे में बात करना है,Model i,पहाड़ी इलाकों या समुंदर किनारे जैसे बेहतरीन घरों के बारे में बात करना है।,7.14,0.0,7.14
ch_85774_16.68_21.09.wav,पहाड़ी इलाकों या समुंदर किनारे जैसे बेहतरीन घरों के बारे में बात करना है,Model k,पहाड़ी इलाकों या समुद्र किनारे जैसे बेहतरीन घरों के बारे में बात करना है।,14.29,0.0,14.29
ch_85774_16.68_21.09.wav,पहाड़ी इलाकों या समुंदर किनारे जैसे बेहतरीन घरों के बारे में बात करना है,Model l,पहाड़ी इलाकों या समुंद्र किनारे जैसे बेहतरीन घरों के बारे में बात करना है,7.14,0.0,7.14
ch_85774_16.68_21.09.wav,पहाड़ी इलाकों या समुंदर किनारे जैसे बेहतरीन घरों के बारे में बात करना है,Model m,पहाड़ी इलाकों या समुंदर किनारे जैसे बेहतरीन घरों के बारे में बात करना है,0.0,0.0,0.0
ch_85774_16.68_21.09.wav,पहाड़ी इलाकों या समुंदर किनारे जैसे बेहतरीन घरों के बारे में बात करना है,Model n,पहाड़ी इलाकों या समुंदर किनारे जैसे बेहतरीन घरों के बारे में बात करना है,0.0,0.0,0.0
ch_88787_386.58_389.37.wav,दिखाओ वाकई वाकई सही बोल रहे हो,Model H,दिखाओ वाकई वाकई सही बोल रहे हो,0.0,0.0,0.0
ch_88787_386.58_389.37.wav,दिखाओ वाकई वाकई सही बोल रहे हो,Model i,दिखाओ वाकई वाकई सही बोल रहे हो,0.0,0.0,0.0
ch_88787_386.58_389.37.wav,दिखाओ वाकई वाकई सही बोल रहे हो,Model k,"दिखाओ वाकई, वाकई सही बोल रहे हो।",0.0,0.0,0.0
ch_88787_386.58_389.37.wav,दिखाओ वाकई वाकई सही बोल रहे हो,Model l,दिखाओ वाकई वाकई सही बोल रहे हो,0.0,0.0,0.0
ch_88787_386.58_389.37.wav,दिखाओ वाकई वाकई सही बोल रहे हो,Model m,दिखाओ वाकई वाकई सही बोल  रहहे हो,14.29,0.0,14.29
ch_88787_386.58_389.37.wav,दिखाओ वाकई वाकई सही बोल रहे हो,Model n,दिखाओ वाकई वाकई सही बोल रहे हो,0.0,0.0,0.0
ch_1604702_539.04_545.67.wav,तो भारत तो एक खुद से ही गिफ्टेड लैंड है तो हमें इसको एक्सप्लोर करना चाहिए देखना चाहिए,Model H,तो भारत तो एक खुद से ही गिफ्टेड लैंड है तो हमें इसको एक्सप्लोर करना चाहिए देखना चाहिए,0.0,0.0,0.0
